customer_id,total_revenue,total_orders,total_profit
1185,144395.8,266866,53491.34
1186,77645.6,217202,27021.09
1187,88005.9,183134,25366.9
1188,129167.4,218103,46287.64
1189,69068.65,147215,24497.030000000002
1190,130431.35,182413,42197.76
1191,104925.1,290584,34846.3
1192,41228.05,104262,15219.12
1193,117221.0,250961,35535.57
1194,163886.45,342388,54207.99
1195,104387.25,149112,36865.41
1196,153526.05000000002,484477,44686.43
1197,123845.1,295038,43128.479999999996
1198,109350.15,329168,31595.12
1199,100657.2,242213,25568.5
1200,163784.15,332896,52563.49
1201,70126.40000000001,122128,23559.42
1202,86214.20000000001,292793,26664.670000000002
1203,123831.15,352029,37841.46
1204,74134.5,250208,23783.35
1205,138073.1,420554,38073.05
1206,85355.4,153092,30638.45
1207,143620.75,489895,45329.840000000004
1208,166175.15,419205,46544.149999999994
1209,131458.45,245195,42314.5
1210,174867.6,289252,58415.89
1211,186089.6,335313,63348.86
1212,114612.7,337538,36462.42
1213,73406.9,153800,22075.3
1214,63122.1,250809,19378.48
1215,184313.5,290269,55520.02
1216,201192.25,401263,66430.11
1217,93389.8,195385,28629.25
1218,172462.30000000002,300910,63288.03
1219,132152.4,208544,38227.56
1220,262157.05,309945,84318.81
1221,170734.65,298437,55280.47
1222,147476.7,306505,50886.29
1223,109269.6,247397,29828.34
1224,205194.3,520443,68443.21
1225,87116.6,185215,25300.010000000002
1226,85953.9,158573,29236.79
1227,205373.35,301556,55930.33
1228,180370.85,320655,49638.75
1229,199962.4,283040,70116.72
1230,220164.15,344093,73372.86
1231,102542.25,141543,33653.27
1232,99623.35,164517,33241.71
1233,172028.6,355388,58836.58
1234,87408.5,211196,27842.6
1235,93711.15,270390,29031.47
1236,112084.15000000001,369814,40917.85
1237,158165.55,364299,47298.340000000004
1238,148905.35,267843,47993.69
1239,211371.35,495293,69137.2
1240,92840.85,170907,30136.420000000002
1241,117300.8,276084,40228.96
1242,122018.0,242600,38780.32
1243,128188.65,294135,39262.1
1244,129375.2,270059,44893.57
1245,137085.4,318586,47563.65
1246,255678.0,441887,90725.65
1247,123597.85,274542,37767.67
1248,58682.75,108413,20022.58
1249,127138.35,282081,40836.22
1250,76799.1,210165,25835.91
1251,80559.65,153749,29256.510000000002
1252,174968.45,304400,53758.299999999996
1253,85283.85,223190,31682.56
1254,87435.9,152634,28264.32
1255,47450.55,238213,13847.55
1256,80357.85,285089,26026.69
1257,149125.1,270137,47422.79
1258,194584.65,377616,73751.56
1259,135723.1,259197,41063.04
1260,145463.0,316645,51274.89
1261,120920.6,308244,39063.520000000004
1262,134595.4,180649,47762.21
1263,132713.4,231557,43077.61
1264,75348.55,218644,27446.54
1265,123547.25,169086,34838.51
1266,92126.2,353492,31387.05
1267,137560.85,337708,45876.68
1268,70966.55,432363,22682.73
1269,114966.1,188276,36797.35
1270,120869.6,223729,38328.95
1271,49588.55,268293,15543.06
1272,129665.4,349112,50366.65
1273,125635.70000000001,276178,43191.51
1274,54668.45,191551,19082.57
1275,111679.05,334968,34585.85
1276,120784.6,320450,39674.54
1277,184076.45,365489,63294.06
1278,72912.85,88516,20387.45
1279,135849.4,288965,44024.17
1280,57992.05,212053,17681.06
1281,99889.54999999999,303613,30494.68
1282,74678.55,229997,24966.45
1283,120988.6,253866,39948.049999999996
1284,195243.0,339763,64055.6
1285,197838.1,224060,69263.48999999999
1286,17791.25,96347,5839.31
1287,123480.25,181036,41312.4
1288,160123.94999999998,349216,46974.23
1289,195197.2,284827,56345.35
1290,201516.8,203721,70906.0
1291,48175.45,255466,14887.97
1292,111893.6,213533,41941.89
1293,152371.0,225105,47026.3
1294,36104.0,156611,9783.06
1295,151058.55,264503,39544.67
1296,82196.45,253683,26417.91
1297,91504.4,289285,29466.809999999998
1298,130515.5,231131,41944.71
1299,137197.55,372632,44771.06
1300,97680.45,237217,35210.07
1301,82896.95,139406,26700.38
1302,68544.2,308625,21612.69
1303,224005.35,425851,67058.7
1304,74771.55,106341,22667.16
1305,39058.299999999996,116875,11286.01
1306,115463.5,113168,38811.8
1307,185029.4,503773,54685.9
1308,141938.0,320551,52579.89
1309,133340.65,316920,42453.62
1310,71220.25,262479,24801.25
1311,87189.3,242866,30424.519999999997
1312,120083.35,307561,41169.84
1313,91256.34999999999,217228,30724.35
1314,93836.3,379248,33412.63
1315,82527.4,227080,25179.13
1316,105401.15000000001,357479,28838.48
1317,128359.05,225116,38312.79
1318,157754.35,331802,49522.89
1319,85846.65,145853,26391.91
1320,45022.6,173415,14584.13
1321,101910.5,319608,36082.36
1322,100976.7,236300,30218.4
1323,80850.3,160268,27815.370000000003
1324,102803.4,173709,30668.02
1325,80105.8,145150,24744.86
1326,81968.75,162242,26876.05
1327,166806.3,266220,58004.92
1328,130662.2,280468,41874.43
1329,192704.0,413600,59812.67
1330,114088.95,328830,40192.07
1331,156308.7,235183,54336.67
1332,138330.35,305681,40774.97
1333,39705.15,124127,13036.810000000001
1334,80259.5,240224,25991.95
1335,115125.65,288596,40335.689999999995
1336,81692.9,258655,27191.1
1337,61600.3,224435,19604.3
1338,131123.5,232174,39470.93
1339,105576.55,334284,30022.99
1340,94662.9,165414,26353.48
1341,97391.25,235655,30613.45
1342,115433.34999999999,207850,40183.270000000004
1343,74609.0,180138,22684.45
1344,183425.2,390083,58740.27
1345,143110.7,455070,42792.2
1346,158561.9,371269,51931.48
1347,62676.15,94273,23340.5
1348,134086.7,223708,45677.75
1349,79614.7,106621,25273.7
1350,191125.65,244422,57383.4
1351,57082.35,215032,19958.17
1352,177510.5,352955,55569.4
1353,88939.85,206770,23209.7
1354,107376.4,315630,37605.8
1355,124596.65,203539,34719.06
1356,124871.9,375467,43738.11
1357,103822.3,157138,35613.22
1358,54646.0,193002,14813.3
1359,153204.05000000002,221395,55781.45
1360,186693.55000000002,315406,58775.13
1361,178939.80000000002,401849,56784.4
1362,92125.55,267774,27894.45
1363,178827.75,363425,53460.83
1364,139112.65,341231,39761.28
1365,88328.95,175930,27503.89
1366,73383.5,214298,27802.06
1367,174618.75,288205,58544.07
1368,320786.8,371717,103416.45
1369,130748.2,216572,40329.41
1370,127194.9,228421,38616.57
1371,67222.8,142457,26413.690000000002
1372,57573.45,273520,19351.12
1373,119201.0,274433,39346.22
1374,43865.75,195220,12010.35
1375,117817.9,257248,37848.51
1376,245659.75,322174,81279.77
1377,97453.84999999999,165923,33088.97
1378,62423.3,105879,19606.63
1379,65796.4,195836,24839.53
1380,109177.5,231490,33520.03
1381,137636.95,284424,38730.4
1382,68344.55,252228,18442.47
1383,208878.1,293080,80973.9
1384,72818.85,230210,28122.76
1385,135339.35,284222,49180.79
1386,163333.55,355717,54249.92
1387,197561.35,373890,66572.59
1388,78037.85,102120,26674.120000000003
1389,215719.6,314763,67097.05
1390,104251.7,191428,37291.42
1391,158007.7,222618,45397.69
1392,204607.8,456564,67196.06
1393,95407.6,299176,34019.03
1394,119520.0,251041,31110.309999999998
1395,97049.1,166812,31869.49
1396,105028.6,258173,36458.55
1397,97697.0,232116,32829.75
1398,133413.5,404714,45405.62
1399,92345.1,171032,32187.440000000002
1400,100258.05,76449,27145.59
1401,104883.35,305328,31139.11
1402,127203.35,365852,38953.64
1403,91289.15000000001,197384,29748.8
1404,181212.15,288971,60906.159999999996
1405,153623.8,272626,51551.21000000001
1406,164751.5,429969,51647.090000000004
1407,182793.6,393784,62216.0
1408,80791.7,196000,26605.08
1409,51323.3,151455,18881.35
1410,74687.35,155151,28078.96
1411,111219.25,288292,35614.19
1412,226970.05000000002,376218,77968.69
1413,99329.4,180077,31867.9
1414,99892.34999999999,325766,30796.899999999998
1415,149435.95,296602,51590.909999999996
1416,99004.45,225011,33814.02
1417,162259.6,303250,59687.020000000004
1418,57986.8,231075,17260.94
1419,76534.3,159512,28815.24
1420,197816.8,472341,63001.06
1421,149470.35,278428,49802.8
1422,100743.9,331351,30844.33
1423,145834.15,220110,40779.409999999996
1424,107666.75,243446,36300.020000000004
1425,88201.05,130894,25119.739999999998
1426,118890.45000000001,239445,34209.51
1427,57113.8,145223,18565.12
1428,81676.55,182267,25552.620000000003
1429,70100.65,237662,21453.86
1430,126230.75,296586,46381.97
1431,94510.35,276978,33665.62
1432,143320.3,265259,43772.41
1433,149458.3,427774,47851.83
1434,167159.35,254305,56272.73
1435,141492.35,308995,45156.28
1436,88692.5,178019,33332.229999999996
1437,110357.5,190514,42201.09
1438,56925.1,105792,17601.39
1439,119587.75,254643,38143.1
1440,174390.0,374764,59190.25
1441,175278.7,222951,60002.88
1442,106816.0,151040,34926.49
1443,131122.3,280515,44132.06
1444,101207.35,190693,34742.05
1445,110956.8,177758,37033.78
1446,47459.0,212135,18572.62
1447,135686.3,318541,44160.13
1448,120502.45,297552,42080.75
1449,196742.7,406784,56177.22
1450,84892.8,110777,27214.52
1451,41051.55,168255,12487.3
1452,138501.55,333132,43737.0
1453,106718.05,135782,38379.21
1454,66283.5,233904,16921.79
1455,177656.85,311227,57295.94
1456,149379.2,240965,49135.58
1457,135286.65,250263,45236.08
1458,100126.8,254937,34430.36
1459,84194.0,180437,28984.12
1460,87504.1,146916,29832.449999999997
1461,181078.35,259367,57150.409999999996
1462,79375.95,249544,27128.190000000002
1463,127207.7,278009,43521.88
1464,150279.25,256541,43647.49
1465,64380.350000000006,204131,19307.39
1466,126221.29999999999,171424,38210.56
1467,132785.45,291152,37131.02
1468,60755.3,195394,23453.32
1469,62387.75,260705,18422.75
1470,122036.5,182808,39720.84
1471,113516.5,137548,44411.380000000005
1472,119554.59999999999,296321,32870.5
1473,115115.54999999999,280557,40099.01
1474,89681.9,102995,32741.929999999997
1475,90495.1,137450,31291.31
1476,73598.75,213931,25977.910000000003
1477,173087.9,222723,56351.63
1478,127758.3,281944,43771.63
1479,197623.0,381437,68404.63
1480,101908.9,235611,31582.85
1481,87751.9,257103,26006.18
1482,89179.95,159001,31369.960000000003
1483,116615.5,408876,34209.84
1484,52050.05,158393,20136.15
1485,133470.0,176460,41574.32
1486,93822.45,145739,31024.77
1487,151073.3,327974,47366.86
1488,175859.34999999998,419042,61888.21
1489,97784.85,280889,32064.3
1490,36851.2,111497,13577.1
1491,100884.20000000001,142373,32841.11
1492,151589.8,291207,47998.17
1493,37173.9,98908,13420.33
1494,32199.7,97738,12872.18
1495,160407.5,305655,52949.96
1496,98100.45,270355,29558.46
1497,118568.9,348018,41256.07
1498,89905.85,283959,26812.04
1499,134651.9,309412,41674.25
1500,113872.3,242044,38089.090000000004
1501,52576.0,162466,16128.75
1502,158140.4,209136,51345.19
1503,87098.35,107148,30721.47
1504,300998.05,402329,101004.76999999999
1505,94150.04999999999,139185,34192.270000000004
1506,72506.35,275166,21300.29
1507,80408.25,267710,25108.170000000002
1508,63647.5,134941,17741.199999999997
1509,130560.5,243349,41928.46
1510,90587.85,172076,33238.19
1511,82412.7,170216,26829.87
1512,183429.3,321690,59499.450000000004
1513,176288.0,444482,53028.45
1514,153083.85,286573,48630.65
1515,114869.3,237949,37756.49
1516,172343.85,332221,64128.38
1517,121914.9,192593,38467.880000000005
1518,123822.8,225080,37319.99
1519,62344.8,169275,21536.16
1520,57805.55,159011,18253.9
1521,205973.8,465679,69488.53
1522,114466.65,289392,35811.15
1523,99533.5,151967,29430.43
1524,66248.05,137480,22563.61
1525,71330.95,198271,21354.45
1526,62262.8,161679,23938.12
1527,70223.2,302963,26021.690000000002
1528,170521.55,416058,53947.29
1529,74347.35,322153,25670.670000000002
1530,131355.4,253954,44712.42
1531,185831.75,364446,59890.659999999996
1532,125071.35,233766,43013.66
1533,146765.5,376687,52338.82
1534,83055.65,211183,23086.01
1535,82861.15,274235,26607.260000000002
1536,74181.45,235578,22403.34
1537,138617.2,167564,48248.99
1538,132435.75,162363,44897.34
1539,147026.65,252237,52533.08
1540,172623.2,208645,51143.47
1541,147467.7,308179,52055.149999999994
1542,127805.8,185957,41066.020000000004
1543,143131.35,413341,44698.76
1544,145162.45,162671,44965.93
1545,133486.95,217226,46598.42
1546,160596.2,219601,45482.57
1547,101115.95,273342,30073.42
1548,62847.85,189372,25070.37
1549,67767.85,199933,20983.55
1550,144517.30000000002,405164,43801.13
1551,112689.70000000001,252753,34915.41
1552,95634.5,265045,27769.120000000003
1553,40154.85,117122,14519.84
1554,131364.25,315444,36931.36
1555,122855.7,378325,38626.31
1556,158684.4,362563,49897.6
1557,105826.09999999999,272952,35479.7
1558,126675.45,365082,40477.75
1559,113910.65,106557,41161.09
1560,149668.05,261315,58903.18
1561,55428.75,247701,18132.38
1562,115859.0,291537,38560.37
1563,40869.25,164905,14243.779999999999
1564,67582.8,222887,18023.309999999998
1565,65013.0,136030,19749.72
1566,143225.85,312591,55835.62
1567,168887.6,195547,58209.02
1568,145120.15,301619,41611.49
1569,145621.65,283247,48769.6
1570,157998.7,333754,45780.59
1571,117193.3,305091,40787.729999999996
1572,18652.4,17101,4983.49
1573,73567.4,152632,24865.91
1574,132650.3,237242,39561.13
1575,117012.65000000001,169363,40608.63
1576,155277.25,248534,41178.96
1577,75871.8,229651,25638.420000000002
1578,55685.65,150705,16702.37
1579,83234.3,152410,24903.1
1580,182671.1,383349,57384.4
1581,68079.9,128042,24765.059999999998
1582,26593.5,152948,7639.31
1583,80816.3,61922,28612.75
1584,94477.79999999999,242472,26521.74
1585,83559.6,129471,26958.6
1586,174781.35,336060,56597.6
1587,140645.0,393464,45316.14
1588,77074.85,209932,22878.95
1589,144416.9,341822,50165.69
1590,95144.15,299625,31887.76
1591,158469.4,226669,51049.61
1592,72434.59999999999,233721,26702.61
1593,104812.75,325488,30563.83
1594,159754.35,183507,56155.75
1595,137460.8,352922,41174.56
1596,74095.55,233509,24426.06
1597,93306.1,207262,28335.190000000002
1598,62268.2,243445,24653.35
1599,86361.65000000001,154462,32810.96
1600,141747.5,238039,46846.97
1601,290459.7,539801,91914.5
1602,100074.85,144954,31940.06
1603,133434.35,264995,43133.19
1604,144921.05,232482,48248.56
1605,209828.44999999998,425832,71728.33
1606,129232.90000000001,252356,35843.79
1607,73632.55,239846,25431.23
1608,82017.2,209317,29478.54
1609,130566.55,305958,46514.66
1610,219357.0,353852,72181.28
1611,165986.2,310283,55346.439999999995
1612,83748.5,251290,27469.24
1613,75047.0,184251,24809.46
1614,98859.85,236104,34054.37
1615,201285.1,280928,64558.96
1616,98364.0,267656,31991.65
1617,129186.7,317579,44931.6
1618,75432.8,85733,28602.22
1619,158518.45,301266,54483.020000000004
1620,163733.6,266663,49807.06
1621,47665.3,90179,13802.54
1622,66734.45,172508,21996.1
1623,107373.0,231025,31306.86
1624,222790.4,301398,70341.76
1625,151031.2,335563,58615.3
1626,77722.40000000001,344501,25065.99
1627,146022.2,339306,47901.12
1628,35653.2,177905,12372.26
1629,143733.6,325340,45062.7
1630,120003.0,167898,37888.61
1631,128060.45,257042,41924.49
1632,60586.45,107257,20803.09
1633,101211.7,304975,31050.84
1634,108589.70000000001,151404,29470.43
1635,91736.55,138689,29758.67
1636,82533.95,303969,27390.66
1637,74626.1,185906,23998.37
1638,114866.3,304106,39342.15
1639,116321.4,356620,45064.56
1640,114106.45,310598,32654.38
1641,82536.95,217788,27072.43
1642,72152.6,397928,21905.17
1643,155774.85,301741,48012.47
1644,51276.75,139819,18513.690000000002
1645,241817.4,366399,77717.91
1646,85565.6,368375,29346.57
1647,151521.2,207799,48748.83
1648,90950.7,232028,29878.649999999998
1649,64005.0,111566,23059.22
1650,121902.7,365680,39482.56
1651,82737.25,136253,22976.440000000002
1652,83832.4,293370,23869.84
1653,225762.55,372344,75757.49
1654,218250.35,381974,81901.14
1655,90260.75,105203,32086.56
1656,103021.5,243447,38168.24
1657,173548.4,281932,53363.28999999999
1658,149981.55,331464,42281.99
1659,109834.65,265277,38795.06
1660,69445.5,125007,25894.65
1661,65320.4,264295,22556.21
1662,101789.5,222228,38520.45
1663,62746.299999999996,252973,18875.97
1664,127835.2,316107,45567.35
1665,181548.8,472014,65486.34
1666,159794.15,311479,47689.36
1667,139886.5,274749,44853.6
1668,74680.0,337488,24888.23
1669,95792.55,257819,29188.81
1670,95732.4,248100,31832.57
1671,146128.25,204618,46504.19
1672,42279.2,222432,12344.74
1673,41945.85,119132,16310.84
1674,132725.2,390759,50767.16
1675,187307.7,419537,62527.81
1676,163122.5,392639,52130.79
1677,80111.55,148981,21506.97
1678,84688.9,338967,26507.81
1679,90373.9,172982,25727.47
1680,134551.2,281243,36301.15
1681,97028.85,245478,30910.92
1682,170204.95,328609,55649.93
1683,111572.15000000001,349883,33149.5
1684,116740.25,230915,35877.51
1685,75364.3,279968,27711.89
1686,140346.7,289176,47818.47
1687,139966.75,252775,44157.9
1688,56941.2,209737,21442.07
1689,96364.15,215731,35552.39
1690,181194.45,174550,59074.51
1691,107567.7,222973,33082.9
1692,137778.15,279578,43367.58
1693,166907.95,302026,61709.729999999996
1694,46688.8,122534,16881.989999999998
1695,96305.79999999999,182135,35468.0
1696,125497.65,277942,39511.97
1697,101302.2,179467,32240.1
1698,72529.05,186679,20656.53
1699,77966.35,246447,30210.36
1700,70915.25,251615,23004.670000000002
1701,29806.25,95902,10622.79
1702,148838.45,434376,45732.71
1703,76864.65,154169,23392.61
1704,135938.7,359871,47459.78
1705,146607.65,287876,46470.66
1706,101673.3,259799,27627.879999999997
1707,91896.90000000001,247083,34073.95
1708,60469.5,161306,19308.36
1709,234482.6,416554,78562.86
1710,132015.4,222496,44564.43
1711,69958.55,231229,21624.05
1712,127492.0,219155,44542.53
1713,193706.65,373279,57929.45
1714,118505.25,264669,40177.11
1715,142698.15,351999,50672.229999999996
1716,195007.94999999998,392404,63133.200000000004
1717,128761.95000000001,314786,43824.65
1718,117520.4,290511,32016.010000000002
1719,124161.59999999999,183914,40456.43
1720,68230.7,253498,20727.79
1721,79939.84999999999,78565,22318.52
1722,101801.4,316288,36092.62
1723,95536.40000000001,295763,32404.07
1724,170699.85,422436,60854.06
1725,190396.3,318318,64650.55
1726,97541.65,271180,28457.57
1727,71809.75,190479,23594.02
1728,102307.2,220804,31932.13
1729,86962.7,203332,31739.5
1730,99433.8,314568,35635.55
1731,143813.95,239101,49542.57
1732,147403.5,458885,41078.82
1733,152211.4,267490,45756.47
1734,235336.65,384139,83244.56
1735,132360.35,239282,41768.29
1736,186831.4,319072,55020.07
1737,159991.9,350469,45553.15
1738,83207.7,211006,23972.629999999997
1739,145113.7,272018,52661.72
1740,106866.1,258619,35646.56
1741,168208.4,283148,51384.99
1742,81285.6,263523,28891.2
1743,124421.2,219625,39653.36
1744,125571.15,196243,33861.64
1745,119122.05,272279,31244.629999999997
1746,117506.9,226263,41142.700000000004
1747,111219.4,133924,29978.4
1748,115498.35,160237,34380.18
1749,87458.05,326935,29061.51
1750,69922.59999999999,107747,25729.64
1751,153729.95,306891,47744.9
1752,70540.85,202883,26746.260000000002
1753,86069.7,304392,31921.81
1754,107947.45,139584,43410.659999999996
1755,113982.3,221326,34006.27
1756,96795.65000000001,97749,28676.14
1757,120301.35,297669,40243.69
1758,91980.1,152683,29359.6
1759,148633.1,310876,48219.46
1760,118735.65,210373,41632.83
1761,122708.35,394195,44853.69
1762,81884.05,297069,27547.74
1763,214929.9,398399,72413.75
1764,111543.1,245064,30359.300000000003
1765,83302.2,316958,27574.32
1766,266464.95,478186,92189.94
1767,30137.35,58447,10129.23
1768,191209.75,350724,66100.87
1769,169138.2,404418,55954.2
1770,120904.9,308243,38940.97
1771,210061.55,487727,70725.34
1772,141615.15,431537,45681.42
1773,71345.4,209465,21277.18
1774,84745.8,246954,28064.399999999998
1775,111329.4,349994,36622.32
1776,67891.1,163434,21625.58
1777,108717.35,273888,34654.25
1778,135117.9,315605,44198.479999999996
1779,60600.2,159284,20615.809999999998
1780,108748.15,248361,35317.39
1781,109183.9,297450,31485.36
1782,207692.4,312441,60392.28
1783,121206.0,323921,39414.69
1784,67651.2,189297,21624.63
1785,205647.0,284578,70758.16
1786,187987.45,324938,54352.77
1787,134849.9,242706,43543.25
1788,82180.55,104984,29764.84
1789,184461.5,438996,61599.04
1790,134753.8,252541,41540.22
1791,116079.8,139671,43016.44
1792,155861.3,353581,50575.33
1793,165341.75,420350,56287.99
1794,141107.55,297616,48135.28
1795,105608.7,255664,34555.94
1796,85747.7,145754,25576.0
1797,146805.75,308051,44291.58
1798,25419.300000000003,14460,10136.04
1799,35426.3,61842,11110.859999999999
1800,129030.59999999999,330365,37959.3
1801,90488.4,213714,24806.06
1802,194906.6,247364,68640.15
1803,215765.5,371039,62591.22
1804,81595.35,153284,23494.06
1805,97331.25,175844,35628.68
1806,93445.9,141685,29329.600000000002
1807,191675.05,411746,69582.43
1808,125391.65,300846,37313.52
1809,101761.1,288674,34001.13
1810,205145.5,399158,74442.53
1811,140762.2,345827,45251.590000000004
1812,93560.8,273167,28097.77
1813,144644.1,244287,49058.49
1814,160220.95,262624,57957.58
1815,143417.4,297316,47196.11
1816,164039.4,269513,54621.990000000005
1817,91471.6,165927,33760.869999999995
1818,111538.7,171494,34204.42
1819,111410.85,255863,36372.46
1820,79137.6,126579,22487.54
1821,97226.4,179859,32902.4
1822,82656.0,156422,32818.75
1823,112303.04999999999,192923,32427.98
1824,138463.6,384802,47145.24
1825,83223.55,236094,30715.25
1826,106609.35,228815,39293.55
1827,169939.65,411576,49612.02
1828,154888.1,449810,45519.29
1829,84266.1,195744,27935.260000000002
1830,96871.7,185294,31832.670000000002
1831,58986.5,133671,21450.14
1832,106603.85,275131,36226.49
1833,85328.3,176753,31277.49
1834,71232.1,139247,19868.949999999997
1835,49587.9,105812,14585.599999999999
1836,86996.55,173845,27609.730000000003
1837,94771.2,211616,29106.92
